58864063240,206075
55390007310,866508
16729000101,199245
52959031315,211307
9513601,581614
781933885,1665052
61869000105,312172
16729000717,200345
51672410603,312137
49999094230,1099598
55322000105,312172
49999002225,835605
53808072201,311666
63874056501,885209
51655062852,311915
168005815,1191302
63874053160,994521
615154239,312615
55111022630,311264
67606685,311372
10135018010,198640
60505025201,313413
832121989,855300
41100008035,755476
12634044591,310798
49643032110,852032
49643012210,852041
66336068730,310992
15499123401,312172
135050802,968849
60555062209,312172
58864081801,966220
62756051718,197443
378057701,977883
65862014990,310346
58864002330,856845
55289071114,211816
338355148,1807511
55648090703,198193
268619206,892578
35356028100,861134
63020004901,402244
702089910,1658244
6027021,904465
49999085201,1049221
59741011504,995985
55289033510,833217
904319160,198907
65044101804,851917
51079045201,308135
52959021220,856457
55966004837,212033
63629154105,308048
268081510,902638
409711807,540930
62584081301,312134
67024917,562840
54852625,311355
63874030410,995258
699710001,238910
703468001,197989
55111063950,207364
66215030330,861966
68752000110,310410
53329007964,998483
24658024515,197884
64679093703,284245
16714067101,312085
61095010003,312172
52959007602,197806
67618015116,1149658
49348039210,309595
55289044730,153640
52584051716,727517
43858011546,789980
55887068120,854870
63323016101,860092
51672403703,858804
143124810,310410
29300013701,884189
63629290902,197383
45802052555,197362
55289064714,205626
52959068030,866436
52557010306,312172
60760005330,836395
37205026278,849574
268083910,867175
11673019502,198029
12634016097,310992
55648073901,1663224
781217601,200346
52959020001,309110
52959077830,213169
234057517,834167
52959076100,197529
64038010560,198108
24385043771,1092189
55289073706,856999
65162068086,991528
37205084462,198191
63629324802,311486
93005001,993770
63323049889,1737762
64582000105,312172
68462011060,199890
57665000101,207351
8290326895,797544
31722028105,199890
24658019210,308135
68382010805,311265
65977503402,197944
51996000107,312172
615557939,1738511
36987235004,894794
781541701,313222
68382011305,312829
52959083660,197517
55154402405,854232
172376060,314077
93107578,309080
168035705,197877
13411013006,284509
472073514,998483
63629162306,197944
268065150,967004
52959007760,197807
66553000501,308934
63874054512,311372
64922023302,312172
63629153304,995253
64763009902,312172
573021625,1052616
16252053901,197848
55289007390,884173
63629377103,864706
36987208201,967541
55111033830,898350
2323101,725064
60760007640,206913
63874005612,307675
63629154102,308048
469520130,284521
66267050630,197903
187024503,861670
66992045014,848960
172392760,197589
185007060,197903
65841062205,308135
12846051673,723739
51672409505,895487
168001116,1366116
59910000103,312172
42068000102,312172
33261013160,992447
55289062730,866516
55648072701,283504
36800061246,311372
13107000330,314111
55154066300,314106
45802023701,667904
781139101,310670
615550239,248642
378963943,886634
63874023521,197518
51079058920,313361
61128000106,348831
68762010703,312172
52959016330,209339
472015530,1053697
59779061275,311372
555090202,1483744
33261017330,854873
52959065540,993687
440162830,197807
67253010111,197311
55648096105,308460
68382002440,197379
52959053510,198241
63739032205,858804
66105074415,205866
53489055303,861430
55289069115,201905
55648037405,310273
62756020401,310434
63874017230,310465
65862019205,310384
615134239,830837
409781124,311683
52959089860,993691
941040906,800474
49999040030,835564
859212801,895780
283088631,996288
49884002110,381056
555177204,312831
68180040301,197452
12213071060,347675
63874079515,197582
33358034430,856377
56017675,855314
781310346,312127
65084040714,313219
60760069330,284215
10432016803,198903
409614103,801925
409677802,1665188
55289031520,978006
49999007190,310965
33358022330,197903
49348026309,198852
67203984,209468
55289065030,835605
58864067540,598025
52959004502,1115005
268063150,895459
185012305,242462
63629155901,1812011
268622406,892502
52959022300,150840
60505010109,1738511
25021010299,313920
49999094830,898358
33758000102,312172
33358002821,308191
113051626,1044949
26378665,1719231
54348074014,311681
49643001030,978958
52584096607,313002
54595000125,312172
49999007710,198335
62504096813,312172
58005033206,999793
52959052212,858838
63874034814,308964
49999006407,197446
59762501101,313096
49643012605,852407
713064086,977990
168028802,197785
57664045918,197941
10544028715,1049221
36006000104,312172
49288046104,892363
68180040201,309081
67544007880,317136
51660029601,979092
268672206,901025
6011231,665044
55289044512,198013
55289088490,311354
406051205,1049221
46123000105,312172
591401201,1099681
52380127204,211365
58177032011,891888
25866005420,849728
186032454,805855
41163060490,310965
58420000217,348624
93724706,198428
615359339,198145
41616063683,904419
63323003261,312965
62756031188,312748
24021202,210347
52959033800,198440
603459321,259966
302338231,198707
64764091811,834239
67203994,209468
55111022201,198428
64169000103,312172
55111075090,200345
13411011603,152697
55648097402,1099678
68084013901,836395
